,work_id,nace,region_code,region,employee_points
78,736928400,10.860,03,Oslo,19
79,163959487,30.120,08,Telemark (-2019),23
80,279093521,23.200,05,Oppland (-2019),27
81,584220588,70.210,18,Nordland,12
82,939204532,20.510,05,Oppland (-2019),18
83,957514765,81.299,19,Troms - Romsa (-2019),23
84,291765164,47.762,15,Møre og Romsdal,9
85,109315382,50.400,50,Trøndelag - Trööndelage,16
86,141507737,47.730,15,Møre og Romsdal,17
87,532562101,81.220,19,Troms - Romsa (-2019),10
88,537027003,26.110,07,Vestfold (-2019),19
89,732695113,24.310,06,Buskerud (-2019),14
90,675476756,46.349,11,Rogaland,22
91,928950960,71.121,18,Nordland,8
92,386597647,52.213,50,Trøndelag - Trööndelage,22
93,965704991,08.990,02,Akershus (-2019),47
94,443563369,27.510,07,Vestfold (-2019),14
95,072243097,06.200,02,Akershus (-2019),11
96,496779152,43.390,10,Vest-Agder (-2019),14
97,042133346,46.160,11,Rogaland,24
98,421099953,10.730,03,Oslo,26
99,682255541,10.890,03,Oslo,21
100,408277604,10.203,02,Akershus (-2019),7
101,254189543,46.240,11,Rogaland,12
102,063354232,01.430,01,Østfold (-2019),9
103,182129826,52.211,50,Trøndelag - Trööndelage,22
104,259462117,51.220,50,Trøndelag - Trööndelage,16
105,267640965,13.300,03,Oslo,26
106,361455488,08.112,02,Akershus (-2019),13
107,938820085,46.389,11,Rogaland,26
108,665630466,14.310,04,Hedmark (-2019),8
109,030786943,30.400,08,Telemark (-2019),13
110,078262058,46.520,12,Hordaland (-2019),14
111,962204561,47.524,14,Sogn og Fjordane (-2019),10
112,426956837,30.200,08,Telemark (-2019),10
113,021436113,30.300,08,Telemark (-2019),17
114,553101934,26.510,07,Vestfold (-2019),9
115,961251736,42.210,10,Vest-Agder (-2019),8
116,224787670,46.640,12,Hordaland (-2019),10
117,853081028,35.140,09,Aust-Agder (-2019),17
118,315129843,51.100,50,Trøndelag - Trööndelage,11
119,877629242,08.120,02,Akershus (-2019),16
120,570208105,46.170,11,Rogaland,8
121,374288364,79.110,19,Troms - Romsa (-2019),5
122,298158205,47.531,14,Sogn og Fjordane (-2019),18
123,224003455,10.202,02,Akershus (-2019),17
124,795582038,46.660,12,Hordaland (-2019),15
125,098681392,46.330,11,Rogaland,14
126,488168656,35.230,09,Aust-Agder (-2019),8
127,530616964,28.990,08,Telemark (-2019),8
128,275174024,46.510,12,Hordaland (-2019),15
129,761400089,28.920,08,Telemark (-2019),14
130,707194197,46.130,11,Rogaland,7
131,654619431,43.120,10,Vest-Agder (-2019),7
132,228062602,46.492,12,Hordaland (-2019),14
133,842538801,01.471,01,Østfold (-2019),10
134,930874120,43.342,10,Vest-Agder (-2019),11
135,168721843,24.422,06,Buskerud (-2019),9
136,000851902,23.190,05,Oppland (-2019),16
137,776350149,07.100,02,Akershus (-2019),14
138,870025975,50.102,50,Trøndelag - Trööndelage,19
139,184685250,16.100,04,Hedmark (-2019),7
140,178557338,47.890,15,Møre og Romsdal,13
141,688901223,77.390,19,Troms - Romsa (-2019),8
142,982201962,20.600,05,Oppland (-2019),7
143,379296316,24.460,06,Buskerud (-2019),6
144,612264550,24.510,06,Buskerud (-2019),23
145,776395171,10.201,02,Akershus (-2019),10
146,615089532,10.820,03,Oslo,13
147,292769259,46.341,11,Rogaland,4
148,213883068,10.810,03,Oslo,8
149,907735605,46.630,12,Hordaland (-2019),14
150,157442487,46.650,12,Hordaland (-2019),20
151,414982133,33.110,09,Aust-Agder (-2019),5
152,965743298,52.222,50,Trøndelag - Trööndelage,10
153,353032939,47.917,50,Trøndelag - Trööndelage,7
154,892237255,35.220,09,Aust-Agder (-2019),12
155,917695477,46.732,12,Hordaland (-2019),8
156,131159488,46.422,11,Rogaland,7
157,041358843,27.320,07,Vestfold (-2019),4
158,262214620,13.200,03,Oslo,22
159,321915726,50.204,50,Trøndelag - Trööndelage,12
160,074280975,27.110,07,Vestfold (-2019),6
161,220970636,43.222,10,Vest-Agder (-2019),8
162,166940396,47.529,14,Sogn og Fjordane (-2019),9
163,802910769,47.710,15,Møre og Romsdal,8
164,630188424,46.473,12,Hordaland (-2019),7
165,563700174,46.481,12,Hordaland (-2019),6
166,420407953,16.231,04,Hedmark (-2019),6
167,132761035,42.110,10,Vest-Agder (-2019),4
168,700128592,24.101,06,Buskerud (-2019),14
169,739352565,47.791,15,Møre og Romsdal,7
170,953241381,47.782,15,Møre og Romsdal,13
171,672078550,24.421,06,Buskerud (-2019),7
172,785770951,46.230,11,Rogaland,12
173,204706970,23.130,05,Oppland (-2019),15
174,067843415,72.110,18,Nordland,11
175,450927832,85.529,20,Finnmark - Finnmárku (-2019),7
176,553263707,01.452,01,Østfold (-2019),7
177,085971880,70.220,18,Nordland,14
178,587187549,01.620,01,Østfold (-2019),13
179,246421486,08.930,02,Akershus (-2019),10
180,912679663,79.909,19,Troms - Romsa (-2019),8
181,756213630,07.210,02,Akershus (-2019),19
182,054041661,52.100,50,Trøndelag - Trööndelage,10
183,709394053,46.421,11,Rogaland,8
184,695541032,45.112,11,Rogaland,8
185,710052217,16.240,04,Hedmark (-2019),6
186,881362261,45.403,11,Rogaland,8
187,250098503,46.472,12,Hordaland (-2019),5
188,880841018,47.990,50,Trøndelag - Trööndelage,10
189,257554144,22.210,05,Oppland (-2019),7
190,309235167,22.190,05,Oppland (-2019),3
191,309065714,20.520,05,Oppland (-2019),6
192,672471993,01.440,01,Østfold (-2019),9
193,369012638,47.919,50,Trøndelag - Trööndelage,12
194,521285048,15.110,04,Hedmark (-2019),5
195,817951804,85.522,20,Finnmark - Finnmárku (-2019),10
196,232216487,08.111,02,Akershus (-2019),13
197,592095104,14.390,04,Hedmark (-2019),11
198,756573500,49.100,50,Trøndelag - Trööndelage,8
199,429075436,47.260,14,Sogn og Fjordane (-2019),3
200,347338552,47.523,14,Sogn og Fjordane (-2019),7
201,201597123,26.120,07,Vestfold (-2019),9
202,471815005,02.000u,02,Akershus (-2019),6
203,796030922,33.160,09,Aust-Agder (-2019),4
204,037912194,25.210,06,Buskerud (-2019),7
205,277996191,47.592,15,Møre og Romsdal,9
206,095051662,47.593,15,Møre og Romsdal,10
207,127219576,26.700,07,Vestfold (-2019),8
208,732097186,46.731,12,Hordaland (-2019),10
209,947399445,30.111,08,Telemark (-2019),3
210,417636000,27.330,07,Vestfold (-2019),11
211,761867560,23.640,06,Buskerud (-2019),5
212,750145857,47.789,15,Møre og Romsdal,6
213,331138219,23.690,06,Buskerud (-2019),5
214,449325184,47.810,15,Møre og Romsdal,6
215,169496285,47.820,15,Møre og Romsdal,3
216,981135388,24.330,06,Buskerud (-2019),8
217,982290642,42.220,10,Vest-Agder (-2019),11
218,890987163,02.300,01,Østfold (-2019),4
219,395698134,77.400,19,Troms - Romsa (-2019),8
220,708985465,47.721,15,Møre og Romsdal,4
221,191159637,35.210,09,Aust-Agder (-2019),4
222,451201924,24.410,06,Buskerud (-2019),4
223,794822763,47.740,15,Møre og Romsdal,8
224,668717781,24.440,06,Buskerud (-2019),9
225,289945216,24.430,06,Buskerud (-2019),7
226,703623820,46.610,12,Hordaland (-2019),10
227,953219503,43.330,10,Vest-Agder (-2019),5
228,807128437,85.530,20,Finnmark - Finnmárku (-2019),5
229,679127020,10.910,03,Oslo,8
230,762694719,85.591,20,Finnmark - Finnmárku (-2019),9
231,423925245,46.350,11,Rogaland,6
232,482770609,10.850,03,Oslo,9
233,239375386,71.111,18,Nordland,3
234,319054159,30.116,08,Telemark (-2019),4
235,116247263,47.772,15,Møre og Romsdal,7
236,963948326,28.910,08,Telemark (-2019),4
237,959277386,28.150,08,Telemark (-2019),3
238,208219952,10.320,03,Oslo,5
239,663571573,24.450,06,Buskerud (-2019),8
240,872927205,47.792,15,Møre og Romsdal,4
241,579289618,28.930,08,Telemark (-2019),8
242,338113931,46.499,12,Hordaland (-2019),8
243,460436639,43.310,10,Vest-Agder (-2019),6
244,919861046,01.140,01,Østfold (-2019),3
245,928651635,22.290,05,Oppland (-2019),3
246,257446154,66.300,18,Nordland,8
247,231712459,29.100,08,Telemark (-2019),4
248,553786834,74.902,18,Nordland,4
249,267792341,47.799,15,Møre og Romsdal,4
250,285930009,43.210,10,Vest-Agder (-2019),3
251,826832087,43.220,10,Vest-Agder (-2019),5
252,382741579,23.410,05,Oppland (-2019),4
253,153612040,46.720,12,Hordaland (-2019),11
254,435747782,27.200,07,Vestfold (-2019),6
255,668979933,27.120,07,Vestfold (-2019),5
256,520523952,81.109,19,Troms - Romsa (-2019),7
257,949063735,79.902,19,Troms - Romsa (-2019),4
258,147983267,46.733,14,Sogn og Fjordane (-2019),4
259,381405481,26.800,07,Vestfold (-2019),6
260,644012753,26.520,07,Vestfold (-2019),7
261,253239863,01.500,01,Østfold (-2019),12
262,891158535,26.400,07,Vestfold (-2019),5
263,639324049,66.290,18,Nordland,6
264,150260491,27.310,07,Vestfold (-2019),8
265,828449444,47.410,14,Sogn og Fjordane (-2019),3
266,781142177,29.310,08,Telemark (-2019),3
267,613945931,01.479,01,Østfold (-2019),5
268,785039978,28.120,07,Vestfold (-2019),6
269,999755556,47.642,15,Møre og Romsdal,4
270,974906159,10.830,03,Oslo,10
271,528895318,02.200,01,Østfold (-2019),5
272,469640191,47.650,15,Møre og Romsdal,3
273,643927386,25.110,06,Buskerud (-2019),8
274,311767462,33.120,09,Aust-Agder (-2019),7
275,192653064,78.100,19,Troms - Romsa (-2019),4
276,700561140,35.112,09,Aust-Agder (-2019),3
277,194640045,47.591,15,Møre og Romsdal,4
278,077757503,46.441,12,Hordaland (-2019),3
279,211658925,09.101,02,Akershus (-2019),11
280,581264181,71.123,18,Nordland,5
281,750952600,01.240,01,Østfold (-2019),2
282,174464947,46.120,11,Rogaland,6
283,520714795,50.109,50,Trøndelag - Trööndelage,3
284,083964176,13.921,04,Hedmark (-2019),4
285,428700042,50.202,50,Trøndelag - Trööndelage,8
286,624418990,46.140,11,Rogaland,8
287,202630765,46.220,11,Rogaland,8
288,885165596,73.200,18,Nordland,7
289,672474679,73.110,18,Nordland,7
290,072932698,46.180,11,Rogaland,3
291,357361866,46.190,11,Rogaland,6
292,015277219,47.916,15,Møre og Romsdal,5
293,872033551,17.220,04,Hedmark (-2019),5
294,970987476,84.300,20,Finnmark - Finnmárku (-2019),6
295,790787486,46.482,12,Hordaland (-2019),7
296,665526872,20.300,05,Oppland (-2019),2
297,945663924,17.240,04,Hedmark (-2019),5
298,479478634,20.170,05,Oppland (-2019),3
299,678944972,71.122,18,Nordland,5
300,983834847,18.200,05,Oppland (-2019),6
301,876401504,45.111,10,Vest-Agder (-2019),4
302,193115647,01.190,01,Østfold (-2019),2
303,387800033,18.140,04,Hedmark (-2019),5
304,112510366,43.990,10,Vest-Agder (-2019),3
305,163652845,82.202,20,Finnmark - Finnmárku (-2019),5
306,981807840,46.493,12,Hordaland (-2019),3
307,671891341,01.410,01,Østfold (-2019),4
308,352237156,45.200,11,Rogaland,3
309,311364906,21.200,05,Oppland (-2019),4
310,744400392,49.500,50,Trøndelag - Trööndelage,4
311,144537206,45.320,11,Rogaland,3
312,780344514,17.120,04,Hedmark (-2019),5
313,783491823,46.410,11,Rogaland,5
314,565739336,46.494,12,Hordaland (-2019),4
315,362104907,46.431,12,Hordaland (-2019),3
316,295076956,80.300,19,Troms - Romsa (-2019),4
317,721829838,85.422,20,Finnmark - Finnmárku (-2019),3
318,205597242,46.460,12,Hordaland (-2019),3
319,048023397,46.471,12,Hordaland (-2019),3
320,666156439,50.300,50,Trøndelag - Trööndelage,4
321,438232609,49.311,50,Trøndelag - Trööndelage,4
322,657599710,49.393,50,Trøndelag - Trööndelage,3
323,076350136,49.392,50,Trøndelag - Trööndelage,4
324,357998765,70.100,18,Nordland,3
325,810875057,52.221,50,Trøndelag - Trööndelage,4
326,690644182,71.200,18,Nordland,4
327,271443709,79.901,19,Troms - Romsa (-2019),3
328,424764640,46.740,14,Sogn og Fjordane (-2019),4
329,909421426,46.739,14,Sogn og Fjordane (-2019),3
330,080842031,47.915,15,Møre og Romsdal,3
331,119540520,74.300,18,Nordland,3
332,684310874,47.771,15,Møre og Romsdal,3
333,791830169,74.909,19,Troms - Romsa (-2019),4
334,797225923,10.710,03,Oslo,3
335,770281070,10.412,03,Oslo,2
336,513228752,16.290,04,Hedmark (-2019),2
337,230230300,20.420,05,Oppland (-2019),2
338,499243384,18.130,04,Hedmark (-2019),4
339,340598592,16.220,04,Hedmark (-2019),4
340,243705505,16.210,04,Hedmark (-2019),3
341,679404718,15.200,04,Hedmark (-2019),2
342,524611118,01.490,01,Østfold (-2019),2
343,133248046,05.100,02,Akershus (-2019),6
344,177326491,02.100,01,Østfold (-2019),2
345,994090130,01.230,01,Østfold (-2019),2
346,579152291,01.160,01,Østfold (-2019),2
347,101919785,01.460,01,Østfold (-2019),3
348,911594219,01.451,01,Østfold (-2019),2
349,296127052,01.420,01,Østfold (-2019),6
350,267513333,41.109,10,Vest-Agder (-2019),4
351,408165074,35.130,09,Aust-Agder (-2019),3
352,056399013,43.223,10,Vest-Agder (-2019),3
353,665220145,43.130,10,Vest-Agder (-2019),3
354,451930203,30.114,08,Telemark (-2019),4
355,536995680,30.112,08,Telemark (-2019),3
356,292540563,35.119,09,Aust-Agder (-2019),4
357,663983579,46.310,11,Rogaland,5
358,636451440,24.340,06,Buskerud (-2019),4
359,698455560,24.320,06,Buskerud (-2019),3
360,243934981,22.220,05,Oppland (-2019),3
361,191007500,23.910,06,Buskerud (-2019),3
362,333846864,23.650,06,Buskerud (-2019),3
363,666457721,23.520,06,Buskerud (-2019),3
364,875135176,23.310,05,Oppland (-2019),3
365,025322440,28.230,08,Telemark (-2019),4
366,146884625,25.500,07,Vestfold (-2019),3
367,768333261,25.400,07,Vestfold (-2019),5
368,896166537,25.120,06,Buskerud (-2019),4
369,369539873,25.910,07,Vestfold (-2019),4
370,395325371,11.070,03,Oslo,1
371,977329641,10.920,03,Oslo,1
372,013023564,10.130,02,Akershus (-2019),1
373,541708235,46.693,12,Hordaland (-2019),1
374,815629526,09.900,02,Akershus (-2019),1
375,452404372,11.060,03,Oslo,1
376,146330190,46.370,11,Rogaland,1
377,233684958,46.694,12,Hordaland (-2019),1
378,742211631,13.100,03,Oslo,1
379,598249467,46.390,11,Rogaland,1
380,908551597,46.710,12,Hordaland (-2019),1
381,708837965,45.191,11,Rogaland,1
382,465354928,11.010,03,Oslo,1
383,901054239,52.214,50,Trøndelag - Trööndelage,1
384,016084611,52.215,50,Trøndelag - Trööndelage,1
385,958508522,52.219,50,Trøndelag - Trööndelage,1
386,069102948,10.110,02,Akershus (-2019),1
387,004533809,11.050,03,Oslo,1
388,410760249,11.070,03,Oslo,1
389,572389326,52.214,50,Trøndelag - Trööndelage,1
390,620991389,46.710,12,Hordaland (-2019),1
391,514748005,05.200,02,Akershus (-2019),1
392,879421635,45.192,11,Rogaland,1
393,288101510,50.101,50,Trøndelag - Trööndelage,1
394,816956277,46.491,12,Hordaland (-2019),1
395,604808731,52.216,50,Trøndelag - Trööndelage,1
396,328824379,11.060,03,Oslo,1
397,239397238,10.120,02,Akershus (-2019),1
398,868069954,11.060,03,Oslo,1
399,492650911,46.390,11,Rogaland,1
400,573146486,11.010,03,Oslo,1
